author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Syahrul Ansyari,Putri Candrawathi Dicekal ke Luar Negeri,Ia memastikan bila Putri Candrawathi itu tidak akan dapat bepergian ke luar negeri meski dengan berbagai cara.,https://www.viva.co.id/berita/nasional/1516188-putri-candrawathi-dicekal-ke-luar-negeri,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/19/62ff2befa99b3-istri-irjen-ferdy-sambo-putri-candrawathi_665_374.jpg,2022-09-01T13:07:01Z,"VIVA Nasional - Istri dari mantan Kadiv Propam Polri Ferdy Sambo Putri, Candrawathi, telah dicekal ke luar nergeri. Penyekalan itu ditetapkan sejak Selasa, 23 Agustus 2022.
Terlibat Kasus Pembunuhan… [+473 chars]",NA,Viva.co.id
"Muhammad Zulfikar, Suharto",Brigadier J murder extra-judicial killing: rights body,"The murder of Brigadier J at the official residence of former chief of the National Police's professional and security division, Ferdy Sambo, was an extra-judicial killing, the National Commission on Human Rights (Komnas HAM) ...",https://en.antaranews.com/news/247521/brigadier-j-murder-extra-judicial-killing-rights-body,https://cdn.antaranews.com/cache/800x533/2022/09/01/20220901_134619.jpg,2022-09-01T13:03:52Z,"As we have mentioned earlier, the cause of his death was two gunshot wounds. One was on his chest and the other one on his head.
Jakarta (ANTARA) - The murder of Brigadier J at the official residenc… [+1922 chars]",NA,Antaranews.com
Syahrul Ansyari,Ferdy Sambo Cs Lakukan Ini untuk Dukung Skenario Pembunuhan Brigadir J,"Dalam narasi awal yang beredar, dijelaskan bahwa ada peristiwa diduga pelecehan seksual dilakukan Brigadir J terhadap istri Ferdy Sambo, Putri Candrawathi.",https://www.viva.co.id/berita/nasional/1516178-ferdy-sambo-cs-lakukan-ini-untuk-dukung-skenario-pembunuhan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630e438d423bb-tersangka-ferdy-sambo-bersama-istrinya-tersangka-putri-candrawathi_665_374.jpg,2022-09-01T12:38:30Z,"VIVA Nasional - Komisi Nasional Hak Asasi Manusia mengungkap fakta baru dari hasil temuan investigasi kasus pembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. Salah satunya, terkait den… [+725 chars]",NA,Viva.co.id
Lis Yuliawati,6 Anggota Polri Jadi Tersangka Halangi Penyidikan Kasus Brigadir J,Irjen Ferdy Sambo belum ditetapkan sebagai tersangka kasus obstruction of justice karena masih diperiksa terkait kasus pembunuhan Brigadir J.,https://www.viva.co.id/berita/nasional/1516166-6-anggota-polri-jadi-tersangka-halangi-penyidikan-kasus-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/06/30/62bd6b10b2663-kepala-divisi-humas-polri-irjen-pol-dedi-prasetyo_665_374.jpeg,2022-09-01T12:01:15Z,"VIVA Nasional  Tim Direktorat Tindak Pidana Siber Bareskrim Polri telah menetapkan enam orang tersangka obstruction of justice atau menghalangi proses penyidikan, dalam kasus pembunuhan Brigadir Nofr… [+1157 chars]",NA,Viva.co.id
Lis Yuliawati,Komnas HAM Dapatkan Foto-foto Kondisi TKP Usai Penembakan Brigadir J,Foto-foto tersebut berkaitan dengan kondisi tempat kejadian perkara penembakan Brigadir J di  rumah dinas mantan Kadiv Propam Irjen Ferdy Sambo.,https://www.viva.co.id/berita/nasional/1516152-komnas-ham-dapatkan-foto-foto-kondisi-tkp-usai-penembakan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/25/62de9164c5bb4-komisioner-komnas-ham-choirul-anam_665_374.jpg,2022-09-01T11:33:11Z,"VIVA Nasional  Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengaku telah memegang banyak barang bukti berupa foto, terkait kasus pembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. 
… [+1162 chars]",NA,Viva.co.id
Mohammad Arief Hidayat,Ketua Komnas HAM Beber Alasan Kasus Sambo Bukan Pelanggaran HAM Berat,"Kasus kematian Brigadir J yang melibatkan Irjen Ferdy Sambo tidak dapat dikategorikan sebagai pelanggaran HAM berat, menurut kesimpulan investigasi Komnas HAM.",https://www.viva.co.id/berita/nasional/1516139-ketua-komnas-ham-beber-alasan-kasus-sambo-bukan-pelanggaran-ham-berat,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/29/630cd8bead71b-ketua-komnas-ham-ahmad-taufan-damanik_665_374.jpg,2022-09-01T10:40:28Z,VIVA Nasional  Kasus kematian Brigadir Nofryansyah Yosua Hutabarat alias Brigadir J yang melibatkan mantan kepala Divisi Profesi dan Pengamanan Polri Inspektur Jenderal Ferdy Sambo tidak dapat dikate… [+1406 chars],NA,Viva.co.id
Lis Yuliawati,Komnas HAM Beberkan Video Penting Kasus Penembakan Brigadir J,Video ini menjadi bagian penting yang dapat menyatukan rangkaian peristiwa jelang penembakan Brigadir J.,https://www.viva.co.id/berita/nasional/1516136-komnas-ham-beberkan-video-penting-kasus-penembakan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/01/6310895959439-komnas-ham-memperlihatkan-potongan-video-terkait-kasus-pembunuhan-brigadir-j_665_374.jpg,2022-09-01T10:37:54Z,"VIVA Nasional  Komisi Nasional Hak Asasi Manusia (Komnas HAM) memperlihatkan potongan video, terkait rangkaian peristiwa pembunuhan Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. 
Komisioner … [+1172 chars]",NA,Viva.co.id
Dedy Priatmojo,Komnas HAM: Keluarga Brigadir J dan Ferdy Sambo Kena Persekusi Online,Komnas HAM menyebut pihak keluarga Brigadir J dan Ferdy Sambo sama-sama menerima serangan digital atau persekusi online,https://www.viva.co.id/berita/nasional/1516110-komnas-ham-keluarga-brigadir-j-dan-ferdy-sambo-kena-persekusi-online,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/15/62fa63e3919ff-komisioner-komnas-ham-choirul-anam-kiri-didamping-rekan-sesama-komisioner-be_665_374.jpg,2022-09-01T09:50:45Z,VIVA Nasional Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengatakan ada serangan digital yang diterima keluarga Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. Hal ini terkuak dalam temuan-… [+1026 chars],NA,Viva.co.id
Siti Ruqoyah,Penampakan Jasad Brigadir J Usai Ditembak di Rumah Ferdy Sambo,Komnas HAM mengungkapkan penampakan jenazah Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J usai ditembak di rumah dinas Kadiv Propam.,https://www.viva.co.id/berita/nasional/1516077-penampakan-jasad-brigadir-j-usai-ditembak-di-rumah-ferdy-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/01/631062de5696f-jasad-brigadir-j-usai-ditembak-mati-di-rumah-dinas-ferdy-sambo_665_374.jpg,2022-09-01T08:46:42Z,VIVA Nasional - Komnas HAM mengungkapkan penampakan jenazah Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J usai ditembak di rumah dinas Kadiv Propam pada 8 Juli 2022 lalu. Foto tersebut ditamp… [+909 chars],NA,Viva.co.id
Mohammad Arief Hidayat,Komnas HAM : Ada Beberapa Versi Penembakan Brigadir J,Komnas HAM mengungkap hasil penyelidikannya dalam kasus pembunuhan berencana terhadap Brigadir J. Komisi menyebut ada beberapa versi penembakan pada 8 Juli 2022.,https://www.viva.co.id/berita/nasional/1516074-komnas-ham-ada-beberapa-versi-penembakan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/08/62f0df3ad7ab7-komisioner-komnas-ham-choirul-anam-saat-jumpa-pers-di-kantornya_665_374.jpeg,2022-09-01T08:37:51Z,VIVA Nasional  Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengungkap hasil penyelidikannya dalam kasus pembunuhan berencana terhadap Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J. Komisi m… [+1311 chars],NA,Viva.co.id
Hardani Triyoga,Effendi: Tentara Mutilasi Warga Papua Lebih Hebat dari Peristiwa Sambo,Politikus PDIP Effendi Simbolon menyoroti sejumlah oknum TNI yang terlibat dalam mutilasi warga sipil Papua.,https://www.viva.co.id/berita/politik/1516070-effendi-tentara-mutilasi-warga-papua-lebih-hebat-dari-peristiwa-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/04/62c275931513b-anggota-komisi-i-dpr-fraksi-pdip-effendi-simbolon_665_374.jpg,2022-09-01T08:16:01Z,VIVA Politik - Anggota Komisi I DPR Effendi Simbolon menyoroti kasus mutilasi warga di Papua yang diduga dilakukan oknum TNI. Politikus PDIP itu menyinggung mutilasi tersebut saat saat Komisi I DPR r… [+1409 chars],NA,Viva.co.id
Dian Lestari Ningsih,Nessie Judge Heran Publik Malah Kasihani Ferdy Sambo dan Istri,"YouTuber Nessie Judge baru-baru ini merasa tidak habis pikir dan mengaku dibuat heran, dengan berbagai reaksi warganet yang justru merasa kasihan pada Ferdy Sambo.",https://www.viva.co.id/showbiz/gosip/1515984-nessie-judge-heran-publik-malah-kasihani-ferdy-sambo-dan-istri,https://thumb.viva.co.id/media/frontend/thumbs3/2021/11/22/619b6a9e7029f-nessie-judge_665_374.jpg,2022-09-01T07:32:02Z,"VIVA Showbiz  YouTuber Nessie Judge baru-baru ini merasa tidak habis pikir dan mengaku dibuat heran, dengan berbagai reaksi warganet yang justru merasa kasihan pada sosok Ferdy Sambo dan Putri Candra… [+1022 chars]",NA,Viva.co.id
May,Fakta Putri Candrawathi Jadi Tersangka Tapi Tidak Ditahan,Kuasa hukum Putri Candrawathi menjelaskan alasan kliennya tidak ditahan. Salah satunya tentang kemanusiaan dan masalah kesehatan.,https://www.viva.co.id/berita/nasional/1516016-fakta-putri-candrawathi-jadi-tersangka-tapi-tidak-ditahan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630f0ab8cd107-putri-candrawathi_665_374.jpg,2022-09-01T07:16:21Z,"VIVA Nasional  Istri Ferdy Sambo, Putri Candrawathi dikonfirmasi sebagai tersangka kasus pembunuhan yang menewaskan Nofriansyah Yosua Hutabarat atau Brigadir J. Putri Candrawathi ditetapkan sebagai t… [+1225 chars]",NA,Viva.co.id
Lis Yuliawati,Alasan 5 Perwira Lakukan Obstruction of Justice Kasus Brigadir J,Keenam tersangka obstruction of justice itu segera menjalani sidang kode etik terkait dengan pelanggaran pidana yang dilakukan.,https://www.viva.co.id/berita/nasional/1516042-alasan-5-perwira-lakukan-obstruction-of-justice-kasus-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d5ec4b1bcc-rumah-dinas-mantan-kadiv-propam-polri-irjen-pol-ferdy-sambo-di-duren-tiga_665_374.jpg,2022-09-01T07:15:18Z,VIVA Nasional  Inspektur Pengawasan Umum (Irwasum) Polri Komjen Pol Agung Budi Maryoto mengungkapkan motif pelanggaran pidana menghalangi-halangi proses hukum atauobstruction of justice yang dilakuka… [+940 chars],NA,Viva.co.id
Lis Yuliawati,Polri Ungkap 3 Alasan Putri Candrawathi Tidak Ditahan,Penyidik sudah melakukan pencekalan terhadap Putri Candrawathi agar tidak dapat melarikan diri ke luar negeri.,https://www.viva.co.id/berita/nasional/1516022-polri-ungkap-3-alasan-putri-candrawathi-tidak-ditahan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/19/62ff413896ca2-penetapan-tersangka-putri-chandrawathi-istri-ferdy-sambo_665_374.jpg,2022-09-01T06:30:54Z,"VIVA Nasional  Satu dari lima tersangka kasus pembunuhan berencana terhadap Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J, yakni Putri Candrawathi tidak ditahan. Putri diharuskan untuk wajib l… [+1275 chars]",NA,Viva.co.id
Vidya Pinandhita,"Soal Pelukan Sambo-Putri Candrawathi, Psikolog Sarankan Jangan Terlalu Baper","Heboh warganet malah 'baper' melihat momen pelukan Sambo dan Putri Candrawathi yang adalah tersangka pembunuhan. Psikolog angkat bicara, ini catatannya.",https://health.detik.com/berita-detikhealth/d-6266598/soal-pelukan-sambo-putri-candrawathi-psikolog-sarankan-jangan-terlalu-baper,https://awsimages.detik.net.id/api/wm/2022/08/30/momen-putri-candrawathi-pakaikan-masker-ferdy-sambo-3_169.jpeg?wid=54&w=650&v=1&t=jpeg,2022-09-01T06:18:32Z,Jakarta - Kini marak beredar di media sosial video Ferdy Sambo dan Putri Candrawathi melakukan rekonstruksi adegan penembakan terhadap Brigadir Nofriansyah Yoshua Hutabarat (Brigadir J). Namun video … [+1865 chars],NA,Detik.com
Siti Ruqoyah,Komjen Agung Budi Umumkan 6 Tersangka Baru Kasus Ferdy Sambo,Ferdy Sambo jadi salah satu tersangka baru kasus obstruction of justice atau pelanggaran pidana menghalangi-halangi proses hukum kasus pembunuhan Brigadir J.,https://www.viva.co.id/berita/nasional/1516004-komjen-agung-budi-umumkan-6-tersangka-baru-kasus-ferdy-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/19/62ff40cead318-penetapan-tersangka-putri-chandrawathi-istri-ferdy-sambo_665_374.jpg,2022-09-01T05:45:26Z,VIVA Nasional  Sebanyak enam perwira Polri ditetapkan sebagai tersangka atas obstruction of justice atau pelanggaran pidana menghalangi-halangi proses hukum kasus pembunuhan Brigadir Nofryansyah Yosu… [+1035 chars],NA,Viva.co.id
Vidya Pinandhita,Baper gegara Momen Pelukan Sambo-Putri Candrawathi? Ini Kata Psikolog,Sebagian warganet dituding meromantisisasi Sambo dan Putri Candrawathi. Mengapa bisa terenyuh melihat sisi emosional tersangka pembunuhan? Ini kata psikolog.,https://health.detik.com/berita-detikhealth/d-6266411/baper-gegara-momen-pelukan-sambo-putri-candrawathi-ini-kata-psikolog,https://awsimages.detik.net.id/api/wm/2022/08/30/momen-putri-candrawathi-pakaikan-masker-ferdy-sambo_169.jpeg?wid=54&w=650&v=1&t=jpeg,2022-09-01T05:01:27Z,Jakarta - Media sosial kini diramaikan oleh konten video rekonstruksi adegan pembunuhan terhadap Brigadir Nofriansyah Yoshua Hutabarat (Brigadir J) di kediaman Irjen Ferdy Sambo. Namun yang ikut diso… [+1761 chars],NA,Detik.com
May,Fakta-fakta Isu Putri Candrawathi Berhubungan dengan Kuat Ma'ruf,Arman Hanis menjelaskan tentang isu Putri Candrawathi yang disebut dipergoki sedang berhubungan intim dengan Kuat Ma’ruf oleh Brigadir J.,https://www.viva.co.id/berita/nasional/1515628-fakta-fakta-isu-putri-candrawathi-berhubungan-dengan-kuat-ma-ruf,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/19/62ff2befa99b3-istri-irjen-ferdy-sambo-putri-candrawathi_665_374.jpg,2022-09-01T04:56:27Z,"VIVA Nasional  Pernyataan mantan pengacara tersangka Bharada E, Deolipa Yumara di Kabar Petang TV One pada 29 Agustus 2022, menuding tersangka lain yakni Kuat Maruf dan istri Irjen Pol Ferdy Sambo, P… [+802 chars]",NA,Viva.co.id
Salomo Tarigan,"Gara-gara Putri Candrawathi tak Ditahan, Polri Jadi Sasaran Kritik, Pengacara Jamin Putri tak Kabur - Tribun-medan.com",Putri Candrawathi yang ditetapkan sebagai tersangka kelima dalam kasus pembunuhan Brigadir Yosua Hutabarat alias Brigadir J tidak ditahan.,https://medan.tribunnews.com/2022/09/01/gara-gara-putri-candrawathi-tak-ditahan-polri-jadi-sasaran-kritik-pengacara-jamin-putri-tak-kabur,https://t-2.tstatic.net/medan/foto/bank/images/Putri-Candrawathi-Tetap-Ngaku-Korban.jpg,2022-09-01T04:54:36Z,"TRIBUN-MEDAN.com - Institusi Polti kini jadi sorotan lagi. 
Putri Candrawathi yang ditetapkan sebagai tersangka kelima dalam kasus pembunuhan Brigadir Yosua Hutabarat alias Brigadir J tidak ditahan.… [+1359 chars]",NA,Tribunnews.com
Mohammad Arief Hidayat,Pengacara Bharada E: Klien Saya Gemetar,"Pengacara Bharada Richard Elizier atau Bharada E, Ronny Talapessy, mengatakan kliennya terlihat trauma saat rekonstruksi bagian adegan penembakan Brigadir J.",https://www.viva.co.id/berita/nasional/1515979-pengacara-bharada-e-klien-saya-gemetar,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630da32ac4e2c-bharada-e-diperagakan-orang-pengganti-saat-bertemu-ferdy-sambo_665_374.jpeg,2022-09-01T04:42:31Z,"VIVA Nasional  Pengacara Bharada Richard Elizier atau Bharada E, Ronny Talapessy, mengatakan bahwa kliennya terlihat trauma saat menjalani rekonstruksi bagian adegan penembakan Brigadir J atau Nofria… [+1081 chars]",NA,Viva.co.id
Lis Yuliawati,Polri: Berkas Irjen Ferdy Sambo Cs Dikembalikan Jaksa ke Bareskrim,Penyidik akan berupaya untuk melengkapi berkas perkara Irjen Ferdy Sambo Cs sesuai dengan arahan JPU.,https://www.viva.co.id/berita/nasional/1515977-polri-berkas-irjen-ferdy-sambo-cs-dikembalikan-jaksa-ke-bareskrim,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de6b90f51b-ferdy-sambo-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-09-01T04:40:20Z,VIVA Nasional  Penyidik Bareskrim Polri akan menerima pelimpahan berkas empat tersangka kasus pembunuhan berencana Brigadir Nofryansyah Yosua Hutabarat atau Brigadir J dari Kejaksaan Agung (Kejagung)… [+1180 chars],NA,Viva.co.id
Hardani Triyoga,DPR Harap Laporan Komnas HAM ke Polri terkait Kasus Sambo Transparan,Komnas HAM dijadwalkan akan setor laporan kasus Ferdy Sambo kepada Tim Khusus Polri pada Kamis hari ini.,https://www.viva.co.id/berita/politik/1515973-dpr-harap-laporan-komnas-ham-ke-polri-terkait-kasus-sambo-transparan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/24/6305e033109fa-ketua-komisi-iii-dpr-bambang-wuryanto_665_374.jpg,2022-09-01T04:34:37Z,VIVA Politik - Ketua Komisi III DPR RI Bambang Wuryanto mengharapkan proses penyerahan hasil penyelidikan Komnas HAM terkait kasus pembunuhan Novriansah Yoshua Hutabarat alias Brigadir J berjalan tra… [+1009 chars],NA,Viva.co.id
Bayu Nugraha,Pengacara: Bharada E Tak Tahu Motif Pembunuhan Brigadir J,"Pengacara Bharada E, Ronny Talapessy menyebut motif pembunuhan Brigadir J diketahui adanya dugaan perbuatan asusila di Magelang, Jawa Tengah.",https://www.viva.co.id/berita/nasional/1515956-pengacara-bharada-e-tak-tahu-motif-pembunuhan-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dd9f42f88a-rekonstruksi-bharada-e-todongkan-senjata-ke-brigadir-j_665_374.jpg,2022-09-01T04:12:01Z,"VIVA Nasional  Pengacara Bharada Richard Elizier atau Bharada E, Ronny Talapessy mengatakan kliennya tak mengetahui motif Irjen Ferdy Sambo melakukan pembunuhan berencana terhadap Brigadir J atau Nof… [+1003 chars]",NA,Viva.co.id
Donny Adhiyasa,"Vera Simanjuntak Rindukan Brigadir J, Pesan Cinta Getarkan Relung Hati","""Walaupun doaku selama ini belum terkabul aku mohon Tuhan kali ini saja. Berikan kasih sayang dan pelukan kepadanya,"" tulis kekasih Brigadir J, Vera Simanjuntak.",https://www.viva.co.id/showbiz/gosip/1515932-vera-simanjuntak-rindukan-brigadir-j-pesan-cinta-getarkan-relung-hati,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/12/62f54c630b214-kekasih-brigadir-j-vera-simanjuntak_665_374.jpg,2022-09-01T03:32:35Z,"VIVA Showbiz  Kasus kematian Brigadir J yang menyeret nama mantan Kadiv Propam Mabes Polri Ferdy Sambo, masih terus menyita perhatian publik.
Selasa 30 Agustus 2022 kemarin, 5 tersangka dalam kasus … [+726 chars]",NA,Viva.co.id
Trisya Frida,"Ada Gambar Wajah di Kakinya, Ferdy Sambo Disebut Punya Khodam?","Video rekonstruksi para tersangka, termasuk Ferdy Sambo dalam kasus pembunuhan Brigadir J pun beredar di media sosial. Namun ada hal tak biasa yang ditemukan",https://www.viva.co.id/berita/nasional/1515817-ada-gambar-wajah-di-kakinya-ferdy-sambo-disebut-punya-khodam,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/01/630f9b2d36db4-gambar-rajah-di-celana-ferdy-sambo_665_374.jpg,2022-09-01T03:04:55Z,"VIVA Nasional  Kasus pembunuhan Brigadir J sudah di tahap melakukan rekonstruksi atau reka ulang peristiwa pembunuhan yang dilakukan oleh Irjen Ferdy Sambo terhadap anak buahnya tersebut. 
Video rek… [+1181 chars]",NA,Viva.co.id
Mohammad Arief Hidayat,LPSK: Wajar Bharada E Mau Nangis saat Adegan Tembak Brigadir J,Ketua LPSK mengatakan hal wajar jika Bharada E tampak mau menangis saat melakukan adegan rekonstruksi penembakan Brigadir J di rumah dinas Ferdy Sambo.,https://www.viva.co.id/berita/nasional/1515893-lpsk-wajar-bharada-e-mau-nangis-saat-adegan-tembak-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de6b90f51b-ferdy-sambo-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-09-01T02:01:12Z,VIVA Nasional  Ketua Lembaga Perlindungan Saksi dan Korban (LPSK) Hasto Atmojo Suroyo mengatakan hal wajar jika Bharada Richard Elizier (E) tampak mau menangis saat melakukan adegan rekonstruksi pene… [+1170 chars],NA,Viva.co.id
Tribun Network,Putri Candrawathi Tak Ditahan dan Cuma Wajib Lapor 2 Kali Seminggu Karena Alasan Kemanusiaan - Tribunsolo.com,Putri Candrawathi Tak Ditahan dan Cuma Wajib Lapor 2 Kali Seminggu Karena Alasan Kemanusiaan - Tribunsolo.comtribunnews.com,https://solo.tribunnews.com/2022/09/01/putri-candrawathi-tak-ditahan-dan-cuma-wajib-lapor-2-kali-seminggu-karena-alasan-kemanusiaan,https://t-2.tstatic.net/solo/foto/bank/images/Putri-Candrawathi-istri-Ferdy-Sambo-1.jpg,2022-09-01T01:11:01Z,"TRIBUNSOLO.COM - Polri mengabulkan permintaan Putri Candrawathi, istri Ferdy Sambo untuk tidak ditahan.
Tersangka pembunuhan berencana Brigadir J itu boleh pulang ke rumah usai diperiksa 11 jam peny… [+2085 chars]",NA,Tribunnews.com
Daurina Lestari,Alasan Bharada E Dipisah dengan Putri Candrawathi Saat Konfrontasi,Ronny mengungkapkan bahwa Bharada E mengikuti pemeriksaan konfrontir di ruangan berbeda terpisah dengan Putri Candrawathi.,https://www.viva.co.id/berita/nasional/1515877-alasan-bharada-e-dipisah-dengan-putri-candrawathi-saat-konfrontasi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dc56ccb4f6-bharada-e-putri-candrawathi-dan-kuat-maruf-dalam-rekonstruksi_665_374.jpeg,2022-09-01T01:09:04Z,"VIVA Nasional  Pengacara Bharada Richard Eliezer alias Bharada E, yakni Ronny Talapessy mengatakan kliennya menghadiri pemeriksaan secara konfrontir dengan istri eks Kadiv Propam, yaitu Ferdy Sambo. … [+1208 chars]",NA,Viva.co.id
Siti Ruqoyah,"Kasus Brigadir J, Kapolri Bilang Motif Asusila Tapi Reka Ulang Tak Ada",Tim Penyidik Direktorat Tindak Pidana Umum Bareskrim Polri tengah melakukan rekonstruksi kasus pembunuhan berencana Brigadir J.,https://www.viva.co.id/berita/nasional/1515852-kasus-brigadir-j-kapolri-bilang-motif-asusila-tapi-reka-ulang-tak-ada,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de9f20f3f7-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T23:30:35Z,VIVA Nasional  Tim Penyidik Direktorat Tindak Pidana Umum Bareskrim Polri tengah melakukan rekonstruksi kasus pembunuhan berencana Brigadir J atau Nofriansyah Yosua Hutabarat di rumah pribadi Irjen F… [+1151 chars],NA,Viva.co.id
Siti Ruqoyah,"Irjen Fadil, Kompol Ratna Diperiksa Propam, Sahroni Bongkar Aib Sambo",Kapolda Metro Jaya Irjen Fadil Imran angkat suara mengenai penangkapan salah satu anak buahnya itu. Fadil mengatakan AKP Fajar sudah diperiksa Propam Polri.,https://www.viva.co.id/ragam/round-up/1515844-irjen-fadil-kompol-ratna-diperiksa-propam-sahroni-bongkar-aib-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630f0b2769317-komisaris-polisi-kompol-ratna-quratul-aini_665_374.jpg,2022-08-31T23:02:21Z,"VIVA Round Up  Berita penangkapan Kanit Reskrim Polsek Penjaringan Jakarta Utara AKP M Fajar oleh Paminal Polri menjadi perhatian khusus VIVAnians, Rabu 31 Agustus 2022. Fajar ditangkap terkait dugaa… [+739 chars]",NA,Viva.co.id
Siti Ruqoyah,Terkuak Ini yang Disampaikan Putri ke Ferdy Sambo saat di Sofa,Mantan Kadiv Propam Polri Irjen Ferdy Sambo dan Putri Candrawathi serta tiga tersangka lainnya telah menjalani reka ulang pembunuhan Brigadir J.,https://www.viva.co.id/berita/nasional/1515769-terkuak-ini-yang-disampaikan-putri-ke-ferdy-sambo-saat-di-sofa,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d9d84336d6-ferdy-sambo-dan-putri-candrawathi-dalam-rekonstruksi-pembunuhan-brigadir-j_665_374.jpeg,2022-08-31T22:00:02Z,"VIVA Nasional  Tim Khusus (Timsus) Polri telah melaksanakan rekonstruksi terkait pembunuhan berencana yang dialami oleh Brigadir Yoshua Hutabarat atau Brigadir J, yang dilakukan oleh eks Kadiv Propam… [+996 chars]",NA,Viva.co.id
Agus Rahmat,LPSK Jelaskan Alasan Ferdy Sambo dan Bharada E Tak Dipertemukan,"Dalam rekonstruksi pembunuhan Brigadir J, Bharada E tak dipertemukan dengan Ferdy Sambo, tetapi diganti pemerann lain. Itu sesuai permintaan LPSK.",https://www.viva.co.id/berita/nasional/1515815-lpsk-jelaskan-alasan-ferdy-sambo-dan-bharada-e-tak-dipertemukan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de734f3b11-ferdy-sambo-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T18:26:01Z,"VIVA Nasional  Ketua Lembaga Perlindungan Saksi dan Korban (LPSK), Hasto Atmojo Suroyo menjelaskan alasan Bharada Richard Elizier (Bharada E) tak dipertemukan langsung dengan Irjen Ferdy Sambo saat m… [+1057 chars]",NA,Viva.co.id
Zaki Islami,"Isi Chatting Brigadir J dengan Penjual Songket, Netizen: Sopan Banget","Viral seorang penjual Songket membagikan isi chatting dengan Brigadir J atau Yosua Hutabarat yang terlihat sangat sopan, Rabu 31 Agustus 2022.",https://www.viva.co.id/trending/1515670-isi-chatting-brigadir-j-dengan-penjual-songket-netizen-sopan-banget,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630f38a599533-isi-chatting-brigadir-j-dengan-penjual-songket-netizen-sopan-banget_665_374.jpg,2022-08-31T17:22:01Z,"VIVA Trending - Viral seorang penjual Songket membagikan isi chatting dengan Brigadir J atau Yosua Hutabarat yang terlihat sangat sopan, Rabu 31 Agustus 2022.
Seperti dilansir dari akun TikTok @nagg… [+1107 chars]",NA,Viva.co.id
Mohammad Arief Hidayat,Cerita di Balik Wawancara Eksklusif Ferdy Sambo,"Video wawancara eksklusif VIVA dengan Inspektur Jenderal Ferdy Sambo pada tahun lalu viral di media sosial setelah terkuak kasus kematian ajudannya, Brigadir J.",https://www.viva.co.id/berita/nasional/1515675-cerita-di-balik-wawancara-eksklusif-ferdy-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2021/11/12/618e58cc8c1e7-kadiv-propam-polri-irjen-pol-ferdy-sambo_665_374.jpg,2022-08-31T17:12:02Z,"VIVA Nasional  Satu tim VIVA yang terdiri dari empat orang memasuki pintu utama gedung Markas Besar Kepolisian Republik Indonesia, Jakarta, hanya melewati satu pos pemeriksaan keamanan.
Tak banyak d… [+1138 chars]",NA,Viva.co.id
